image_filename,main label,concurrent label
201911/30/20191130_183952_000,driving,
201911/30/20191130_184009_000,driving,
201911/30/20191130_184026_000,driving,
201911/30/20191130_184101_000,driving,
201911/30/20191130_184119_000,driving,
201911/30/20191130_184136_000,driving,
201911/30/20191130_184153_000,driving,
201911/30/20191130_184210_000,driving,
201911/30/20191130_184228_000,driving,
201911/30/20191130_184246_000,driving,
201911/30/20191130_184304_000,driving,
201911/30/20191130_184339_000,driving,
201911/30/20191130_184356_000,driving,
201911/30/20191130_184413_000,driving,
201911/30/20191130_184431_000,driving,
201911/30/20191130_184449_000,driving,
201911/30/20191130_184507_000,driving,
201911/30/20191130_184541_000,driving,
201911/30/20191130_184558_000,driving,
201911/30/20191130_184615_000,driving,
201911/30/20191130_184633_000,driving,
201911/30/20191130_184650_000,driving,
201911/30/20191130_184724_000,driving,
201911/30/20191130_184742_000,driving,
201911/30/20191130_184800_000,driving,
201911/30/20191130_184818_000,driving,
201911/30/20191130_184835_000,driving,
201911/30/20191130_184852_000,driving,
201911/30/20191130_184909_000,driving,
201911/30/20191130_184926_000,driving,
201911/30/20191130_190525_000,walking indoor,
201911/30/20191130_190554_000,walking indoor,
201911/30/20191130_190611_000,walking indoor,
201911/30/20191130_190628_000,walking indoor,
201911/30/20191130_190645_000,walking indoor,
201911/30/20191130_190702_000,walking indoor,
201911/30/20191130_190719_000,walking indoor,
201911/30/20191130_190736_000,walking indoor,
201911/30/20191130_190753_000,walking indoor,
201911/30/20191130_190810_000,walking indoor,
201911/30/20191130_190827_000,NO ACTIVITY,
201911/30/20191130_190844_000,walking indoor,
201911/30/20191130_190901_000,walking indoor,
201911/30/20191130_190918_000,walking indoor,
201911/30/20191130_190935_000,walking indoor,
201911/30/20191130_190952_000,having a drink,
201911/30/20191130_191009_000,having a drink,
201911/30/20191130_191026_000,having a drink,
201911/30/20191130_191043_000,having a drink,
201911/30/20191130_191100_000,walking indoor,
201911/30/20191130_191117_000,walking indoor,
201911/30/20191130_191134_000,walking indoor,
201911/30/20191130_191151_000,having a conversation,
201911/30/20191130_191208_000,having a conversation,
201911/30/20191130_191225_000,walking indoor,
201911/30/20191130_191242_000,walking indoor,
201911/30/20191130_191259_000,walking outdoor,
201911/30/20191130_191316_000,walking outdoor,
201911/30/20191130_191333_000,using mobile device,walking outdoor
201911/30/20191130_191350_000,walking outdoor,
201911/30/20191130_191407_000,using mobile device,walking outdoor
201911/30/20191130_191424_000,walking outdoor,
201911/30/20191130_191441_000,walking outdoor,
201911/30/20191130_191458_000,walking outdoor,
201911/30/20191130_191515_000,driving,
201911/30/20191130_191532_000,driving,
201911/30/20191130_191549_000,driving,
201911/30/20191130_191606_000,driving,
201911/30/20191130_191623_000,driving,
201911/30/20191130_191640_000,driving,
201911/30/20191130_191657_000,driving,
201911/30/20191130_191714_000,driving,
201911/30/20191130_191731_000,driving,
201911/30/20191130_191748_000,driving,
201911/30/20191130_191805_000,driving,
201911/30/20191130_191839_000,driving,
201911/30/20191130_191856_000,driving,
201911/30/20191130_191914_000,driving,
201911/30/20191130_191948_000,driving,
201911/30/20191130_192005_000,driving,
201911/30/20191130_192022_000,driving,
201911/30/20191130_192040_000,driving,
201911/30/20191130_192057_000,driving,
201911/30/20191130_192114_000,driving,
201911/30/20191130_192131_000,driving,
201911/30/20191130_192148_000,driving,
201911/30/20191130_192206_000,driving,
201911/30/20191130_192224_000,driving,
201911/30/20191130_192241_000,driving,
201911/30/20191130_192258_000,driving,
201911/30/20191130_192316_000,driving,
201911/30/20191130_192333_000,driving,
201911/30/20191130_192350_000,driving,
201911/30/20191130_192407_000,driving,
201911/30/20191130_192424_000,driving,
201911/30/20191130_192441_000,driving,
201911/30/20191130_192459_000,driving,
201911/30/20191130_192516_000,driving,
201911/30/20191130_192533_000,driving,
201911/30/20191130_192603_000,driving,
201911/30/20191130_192637_000,driving,
201911/30/20191130_192654_000,driving,
201911/30/20191130_192711_000,driving,
201911/30/20191130_192728_000,driving,
201911/30/20191130_192802_000,driving,
201911/30/20191130_192819_000,driving,
201911/30/20191130_192836_000,driving,
201911/30/20191130_192853_000,driving,
201911/30/20191130_192911_000,driving,
201911/30/20191130_192928_000,driving,
201911/30/20191130_192946_000,driving,
201911/30/20191130_193003_000,driving,
201911/30/20191130_193020_000,driving,
201911/30/20191130_193037_000,driving,
201911/30/20191130_193054_000,driving,
201911/30/20191130_193111_000,driving,
201911/30/20191130_193128_000,driving,
201911/30/20191130_193145_000,driving,
201911/30/20191130_193202_000,driving,
201911/30/20191130_193221_000,driving,
201911/30/20191130_193238_000,driving,
201911/30/20191130_193256_000,driving,
201911/30/20191130_193313_000,driving,
201911/30/20191130_193330_000,driving,
201911/30/20191130_193347_000,driving,
201911/30/20191130_193404_000,driving,
201911/30/20191130_193421_000,driving,
201911/30/20191130_193438_000,driving,
201911/30/20191130_193455_000,driving,
201911/30/20191130_193512_000,driving,
201911/30/20191130_193529_000,driving,
201911/30/20191130_193546_000,driving,
201911/30/20191130_193603_000,walking outdoor,
201911/30/20191130_193620_000,driving,
201911/30/20191130_193637_000,driving,
201911/30/20191130_193654_000,driving,
201911/30/20191130_193711_000,driving,
201911/30/20191130_193728_000,driving,
201911/30/20191130_193745_000,driving,
201911/30/20191130_193802_000,driving,
201911/30/20191130_193819_000,driving,
201911/30/20191130_193836_000,driving,
201911/30/20191130_193853_000,driving,
201911/30/20191130_193910_000,driving,
201911/30/20191130_193927_000,walking outdoor,
201911/30/20191130_193944_000,driving,
201911/30/20191130_194001_000,driving,
201911/30/20191130_194018_000,driving,
201911/30/20191130_194035_000,driving,
201911/30/20191130_194052_000,driving,
201911/30/20191130_194109_000,driving,
201911/30/20191130_194126_000,driving,
201911/30/20191130_194143_000,driving,
201911/30/20191130_194200_000,driving,
201911/30/20191130_194217_000,driving,
201911/30/20191130_194234_000,driving,
201911/30/20191130_194251_000,driving,
201911/30/20191130_194308_000,driving,
201911/30/20191130_194325_000,driving,
201911/30/20191130_194342_000,walking indoor,
201911/30/20191130_194359_000,walking outdoor,
201911/30/20191130_194416_000,shopping,walking indoor
201911/30/20191130_194433_000,shopping,walking indoor
201911/30/20191130_194450_000,shopping,walking indoor
201911/30/20191130_194507_000,shopping,walking indoor
201911/30/20191130_194524_000,shopping,walking indoor
201911/30/20191130_194541_000,walking indoor,
201911/30/20191130_194611_000,shopping,walking indoor
201911/30/20191130_194628_000,shopping,walking indoor
201911/30/20191130_194645_000,shopping,walking indoor
201911/30/20191130_194702_000,shopping,walking indoor
201911/30/20191130_194719_000,shopping,walking indoor
201911/30/20191130_194736_000,shopping,walking indoor
201911/30/20191130_194753_000,shopping,walking indoor
201911/30/20191130_194810_000,shopping,walking indoor
201911/30/20191130_194827_000,shopping,walking indoor
201911/30/20191130_194844_000,shopping,walking indoor
201911/30/20191130_194901_000,shopping,
201911/30/20191130_194918_000,shopping,walking indoor
201911/30/20191130_194935_000,shopping,walking indoor
201911/30/20191130_194952_000,shopping,walking indoor
201911/30/20191130_195009_000,shopping,walking indoor
201911/30/20191130_195026_000,shopping,walking indoor
201911/30/20191130_195043_000,shopping,walking indoor
201911/30/20191130_195100_000,shopping,walking indoor
201911/30/20191130_195117_000,shopping,
201911/30/20191130_195134_000,shopping,
201911/30/20191130_195151_000,shopping,
201911/30/20191130_195208_000,shopping,walking indoor
201911/30/20191130_195225_000,shopping,walking indoor
201911/30/20191130_195242_000,shopping,
201911/30/20191130_195259_000,shopping,
201911/30/20191130_195316_000,shopping,walking indoor
201911/30/20191130_195333_000,shopping,
201911/30/20191130_195350_000,shopping,
201911/30/20191130_195407_000,shopping,
201911/30/20191130_195424_000,shopping,
201911/30/20191130_195441_000,shopping,
201911/30/20191130_195458_000,shopping,
201911/30/20191130_195515_000,shopping,walking indoor
201911/30/20191130_195532_000,shopping,walking indoor
201911/30/20191130_195549_000,shopping,walking indoor
201911/30/20191130_195606_000,shopping,walking indoor
201911/30/20191130_195623_000,shopping,walking indoor
201911/30/20191130_195640_000,shopping,walking indoor
201911/30/20191130_195657_000,shopping,walking indoor
201911/30/20191130_195714_000,shopping,walking indoor
201911/30/20191130_195731_000,shopping,walking indoor
201911/30/20191130_195748_000,shopping,walking indoor
201911/30/20191130_195805_000,shopping,walking indoor
201911/30/20191130_195822_000,shopping,walking indoor
201911/30/20191130_195839_000,shopping,walking indoor
201911/30/20191130_195856_000,shopping,walking indoor
201911/30/20191130_195913_000,walking indoor,
201911/30/20191130_195930_000,walking outdoor,
201911/30/20191130_195947_000,walking indoor,
201911/30/20191130_200004_000,walking indoor,
201911/30/20191130_200021_000,walking indoor,
201911/30/20191130_200038_000,driving,
201911/30/20191130_200055_000,walking indoor,
201911/30/20191130_200112_000,walking indoor,
201911/30/20191130_200129_000,walking indoor,
201911/30/20191130_200146_000,walking indoor,
201911/30/20191130_200203_000,walking indoor,
201911/30/20191130_200220_000,walking indoor,
201911/30/20191130_200237_000,walking indoor,
201911/30/20191130_200254_000,shopping,walking indoor
201911/30/20191130_200311_000,walking indoor,
201911/30/20191130_200328_000,shopping,walking indoor
201911/30/20191130_200345_000,walking indoor,
201911/30/20191130_200402_000,shopping,walking indoor
201911/30/20191130_200419_000,shopping,walking indoor
201911/30/20191130_200436_000,shopping,walking indoor
201911/30/20191130_200453_000,shopping,walking indoor
201911/30/20191130_200510_000,walking outdoor,
201911/30/20191130_200527_000,walking outdoor,
201911/30/20191130_200544_000,walking outdoor,
201911/30/20191130_200613_000,walking outdoor,
201911/30/20191130_200630_000,walking outdoor,
201911/30/20191130_200647_000,walking outdoor,
201911/30/20191130_200704_000,walking outdoor,
201911/30/20191130_200721_000,walking outdoor,
201911/30/20191130_200738_000,walking outdoor,
201911/30/20191130_200755_000,walking outdoor,
201911/30/20191130_200812_000,walking outdoor,
201911/30/20191130_200829_000,walking outdoor,
201911/30/20191130_200846_000,walking outdoor,
201911/30/20191130_200903_000,walking outdoor,
201911/30/20191130_200920_000,walking outdoor,
201911/30/20191130_200937_000,walking outdoor,
201911/30/20191130_200954_000,shopping,walking indoor
